0,1,2,3,4
Shawn Bradley,5194000,2003,2004,Dallas Mavericks
Baron Davis,5173000,2003,2004,New Orleans Hornets
Kenyon Martin,5128000,2003,2004,New Jersey Nets
Brevin Knight,5062000,2003,2004,Washington Wizards
Corliss Williamson,5000000,2003,2004,Detroit Pistons
Aaron McKie,5000000,2003,2004,Philadelphia 76ers
Lamar Odom,4692000,2003,2004,Miami Heat
Stromile Swift,4614000,2003,2004,Memphis Grizzlies
Mark Jackson,4580000,2003,2004,Houston Rockets
Rick Fox,4549000,2003,2004,Los Angeles Lakers
Lamond Murray,4500000,2003,2004,Toronto Raptors
Eric Snow,4500000,2003,2004,Philadelphia 76ers
Michael Stewart,4480000,2003,2004,Cleveland Cavaliers
Tony Battie,4400000,2003,2004,Cleveland Cavaliers
Adonal Foyle,4400000,2003,2004,Golden State Warriors
Jonathan Bender,4278000,2003,2004,Indiana Pacers
Kwame Brown,4252000,2003,2004,Washington Wizards
Zeljko Rebraca,4200000,2003,2004,Detroit Pistons
Darius Miles,4130000,2003,2004,Portland Trail Blazers
Anthony Carter,4063000,2003,2004,San Antonio Spurs
David Wesley,3960000,2003,2004,New Orleans Hornets
Wally Szczerbiak,3912000,2003,2004,Minnesota Timberwolves
Chucky Atkins,3900000,2003,2004,Detroit Pistons
Marc Jackson,3900000,2003,2004,Philadelphia 76ers
Marcus Fizer,3726000,2003,2004,Chicago Bulls
Andrew DeClercq,3625000,2003,2004,Orlando Magic
Lawrence Funderburke,3600000,2003,2004,Sacramento Kings
Moochie Norris,3600000,2003,2004,New York Knicks
Richard Hamilton,3596000,2003,2004,Detroit Pistons
Pau Gasol,3417000,2003,2004,Memphis Grizzlies
Mike Miller,3380000,2003,2004,Memphis Grizzlies
Andre Miller,3317000,2003,2004,Denver Nuggets
Lindsey Hunter,3300000,2003,2004,Detroit Pistons
Chris Whitney,3259000,2003,2004,Washington Wizards
DerMarr Johnson,3087000,2003,2004,New York Knicks
Shawn Marion,3069000,2003,2004,Phoenix Suns
Derek Fisher,3000000,2003,2004,Los Angeles Lakers
Chris Crawford,3000000,2003,2004,Atlanta Hawks
Jason Terry,2933000,2003,2004,Atlanta Hawks
Othella Harrington,2925000,2003,2004,New York Knicks
Bimbo Coles,2925000,2003,2004,Miami Heat
Aaron Williams,2925000,2003,2004,New Jersey Nets
Tony Delk,2925000,2003,2004,Dallas Mavericks
Bobby Jackson,2925000,2003,2004,Sacramento Kings
Horace Grant,2903000,2003,2004,Los Angeles Lakers
Hubert Davis,2894000,2003,2004,New Jersey Nets
Corey Maggette,2862000,2003,2004,LA Clippers
Chris Mihm,2823000,2003,2004,Cleveland Cavaliers
Michael Curry,2800000,2003,2004,Toronto Raptors
George Lynch,2800000,2003,2004,New Orleans Hornets
Metta World Peace,2676000,2003,2004,Indiana Pacers
John Amaechi,2610000,2003,2004,New York Knicks
Jamal Crawford,2577000,2003,2004,Chicago Bulls
Shane Battier,2533000,2003,2004,Memphis Grizzlies
James Posey,2445000,2003,2004,Memphis Grizzlies
Stacey Augmon,2400000,2003,2004,New Orleans Hornets
Joel Przybilla,2373000,2003,2004,Milwaukee Bucks
Quincy Lewis,2350000,2003,2004,Minnesota Timberwolves
Dion Glover,2270000,2003,2004,Toronto Raptors
Jeff Foster,2264000,2003,2004,Indiana Pacers
Keyon Dooling,2256000,2003,2004,LA Clippers
Devean George,2244000,2003,2004,Los Angeles Lakers
Jerome Moiso,2230000,2003,2004,Toronto Raptors
Kenny Thomas,2225000,2003,2004,Philadelphia 76ers
Etan Thomas,2211000,2003,2004,Washington Wizards
Mateen Cleaves,2134000,2003,2004,Cleveland Cavaliers
DeSagana Diop,2118000,2003,2004,Cleveland Cavaliers
Jason Collier,2109000,2003,2004,Atlanta Hawks
Jumaine Jones,2104000,2003,2004,Boston Celtics
Scott Padgett,2102000,2003,2004,Houston Rockets
Hedo Turkoglu,1995000,2003,2004,San Antonio Spurs
Rodney White,1948000,2003,2004,Denver Nuggets
Desmond Mason,1898000,2003,2004,Milwaukee Bucks
Joe Johnson,1850000,2003,2004,Phoenix Suns
Quentin Richardson,1805000,2003,2004,LA Clippers
Kedrick Brown,1757000,2003,2004,Cleveland Cavaliers
Jamaal Magloire,1735000,2003,2004,New Orleans Hornets
Vladimir Radmanovic,1670000,2003,2004,Seattle SuperSonics
Speedy Claxton,1667000,2003,2004,Golden State Warriors
Morris Peterson,1646000,2003,2004,Toronto Raptors
Donnell Harvey,1631000,2003,2004,Phoenix Suns
DeShawn Stevenson,1624000,2003,2004,Utah Jazz
Richard Jefferson,1586000,2003,2004,New Jersey Nets
Jake Tsakalidis,1580000,2003,2004,Memphis Grizzlies
Mamadou N'diaye,1537000,2003,2004,Dallas Mavericks
Troy Murphy,1507000,2003,2004,Golden State Warriors
Mark Madsen,1474000,2003,2004,Minnesota Timberwolves
Bryce Drew,1300000,2003,2004,New Orleans Hornets
Michael Bradley,1292000,2003,2004,Toronto Raptors
Jason Collins,1227000,2003,2004,New Jersey Nets
Zach Randolph,1172000,2003,2004,Portland Trail Blazers
Brandon Armstrong,995000,2003,2004,New Jersey Nets
Andrei Kirilenko,956000,2003,2004,Utah Jazz
Samuel Dalembert,887000,2003,2004,Philadelphia 76ers
Primoz Brezec,862000,2003,2004,Indiana Pacers
Jamaal Tinsley,861000,2003,2004,Indiana Pacers
Tony Parker,856000,2003,2004,San Antonio Spurs
Gerald Wallace,764000,2003,2004,Sacramento Kings
Predrag Drobnjak,639000,2003,2004,LA Clippers
Trenton Hassell,587000,2003,2004,Minnesota Timberwolves
Shaquille O'Neal,29464000,2004,2005,Miami Heat
Dikembe Mutombo,19684000,2004,2005,Houston Rockets
Allan Houston,17531000,2004,2005,New York Knicks
Chris Webber,17351000,2004,2005,Sacramento Kings
Damon Stoudamire,15750000,2004,2005,Portland Trail Blazers
Antoine Walker,14625000,2004,2005,Boston Celtics
Shareef Abdur-Rahim,14625000,2004,2005,Portland Trail Blazers
Allen Iverson,14625000,2004,2005,Philadelphia 76ers
Latrell Sprewell,14625000,2004,2005,Minnesota Timberwolves
Vin Baker,14625000,2004,2005,New York Knicks
Zydrunas Ilgauskas,14625000,2004,2005,Cleveland Cavaliers
Anfernee Hardaway,14625000,2004,2005,New York Knicks
Ray Allen,14625000,2004,2005,Seattle SuperSonics
Kobe Bryant,14625000,2004,2005,Los Angeles Lakers
Stephon Marbury,14625000,2004,2005,New York Knicks
Michael Finley,14609000,2004,2005,Dallas Mavericks
Tracy McGrady,14487000,2004,2005,Houston Rockets
Jalen Rose,14487000,2004,2005,Toronto Raptors
Keith Van Horn,14487000,2004,2005,Milwaukee Bucks
Grant Hill,14487000,2004,2005,Orlando Magic
Eddie Jones,13440000,2004,2005,Miami Heat
Brian Grant,13346000,2004,2005,Los Angeles Lakers
Vince Carter,13281000,2004,2005,Toronto Raptors
Tim Thomas,12900000,2004,2005,New York Knicks
Antonio Davis,12000000,2004,2005,Chicago Bulls
Glenn Robinson,12000000,2004,2005,San Antonio Spurs
Nick Van Exel,11821000,2004,2005,Portland Trail Blazers
Theo Ratliff,10937000,2004,2005,Portland Trail Blazers
Kerry Kittles,9817000,2004,2005,LA Clippers
Jamal Mashburn,9300000,2004,2005,Philadelphia 76ers
Maurice Taylor,8450000,2004,2005,New York Knicks
Derek Anderson,8444000,2004,2005,Portland Trail Blazers
Alan Henderson,8273000,2004,2005,Dallas Mavericks
Austin Croshere,8260000,2004,2005,Indiana Pacers
Erick Dampier,8105000,2004,2005,Dallas Mavericks
Kelvin Cato,7992000,2004,2005,Orlando Magic
Marcus Camby,7750000,2004,2005,Denver Nuggets
Shandon Anderson,7300000,2004,2005,New York Knicks
Lorenzen Wright,7150000,2004,2005,Memphis Grizzlies
Jerry Stackhouse,7000000,2004,2005,Dallas Mavericks
Doug Christie,6875000,2004,2005,Sacramento Kings
Peja Stojakovic,6875000,2004,2005,Sacramento Kings
Kenyon Martin,6667000,2004,2005,Denver Nuggets
Howard Eisley,6375000,2004,2005,Utah Jazz
Nazr Mohammed,6270000,2004,2005,San Antonio Spurs
Vitaly Potapenko,6191000,2004,2005,Seattle SuperSonics
Christian Laettner,6078000,2004,2005,Miami Heat
Stromile Swift,6022000,2004,2005,Memphis Grizzlies
Ben Wallace,6000000,2004,2005,Detroit Pistons
Danny Fortson,5922000,2004,2005,Seattle SuperSonics
Calvin Booth,5900000,2004,2005,Milwaukee Bucks
Joe Smith,5899000,2004,2005,Milwaukee Bucks
Ruben Patterson,5899000,2004,2005,Portland Trail Blazers
Clarence Weatherspoon,5899000,2004,2005,Houston Rockets
Kurt Thomas,5885000,2004,2005,New York Knicks
Jahidi White,5884000,2004,2005,Charlotte Bobcats
Cuttino Mobley,5883000,2004,2005,Sacramento Kings
Scot Pollard,5792000,2004,2005,Indiana Pacers
Steve Nash,5750000,2004,2005,Phoenix Suns
Shawn Bradley,5714000,2004,2005,Dallas Mavericks
Jerome Williams,5600000,2004,2005,New York Knicks
Corliss Williamson,5500000,2004,2005,Sacramento Kings
Aaron McKie,5500000,2004,2005,Philadelphia 76ers
Darius Miles,5419000,2004,2005,Portland Trail Blazers
Kwame Brown,5361000,2004,2005,Washington Wizards
Bo Outlaw,5355000,2004,2005,Phoenix Suns
Marcus Fizer,4915000,2004,2005,Milwaukee Bucks
Lamond Murray,4875000,2004,2005,Toronto Raptors
Eric Snow,4875000,2004,2005,Cleveland Cavaliers
Tony Battie,4800000,2004,2005,Orlando Magic
Michael Stewart,4800000,2004,2005,Atlanta Hawks
Mike Miller,4482000,2004,2005,Memphis Grizzlies
Pau Gasol,4318000,2004,2005,Memphis Grizzlies
Marc Jackson,4225000,2004,2005,Philadelphia 76ers
Chucky Atkins,4200000,2004,2005,Los Angeles Lakers
DerMarr Johnson,4119000,2004,2005,Denver Nuggets
Chris Mihm,3785000,2004,2005,Los Angeles Lakers
Moochie Norris,3600000,2004,2005,New York Knicks
Jamal Crawford,3475000,2004,2005,New York Knicks
Joel Przybilla,3215000,2004,2005,Portland Trail Blazers
Shane Battier,3212000,2004,2005,Memphis Grizzlies
Othella Harrington,3150000,2004,2005,Chicago Bulls
Aaron Williams,3150000,2004,2005,Toronto Raptors
Tony Delk,3150000,2004,2005,Atlanta Hawks
Bobby Jackson,3150000,2004,2005,Sacramento Kings
Keyon Dooling,3073000,2004,2005,Miami Heat
Jerome Moiso,3054000,2004,2005,Toronto Raptors
Etan Thomas,3043000,2004,2005,Washington Wizards
Derek Fisher,3000000,2004,2005,Golden State Warriors
George Lynch,3000000,2004,2005,New Orleans Hornets
Mateen Cleaves,2969000,2004,2005,Seattle SuperSonics
Jason Collier,2949000,2004,2005,Atlanta Hawks
Eddie Griffin,2937000,2004,2005,Minnesota Timberwolves
Hedo Turkoglu,2803000,2004,2005,Orlando Magic
DeSagana Diop,2695000,2004,2005,Cleveland Cavaliers
Desmond Mason,2680000,2004,2005,Milwaukee Bucks
Quentin Richardson,2562000,2004,2005,Phoenix Suns
Rodney White,2481000,2004,2005,Golden State Warriors
Jamaal Magloire,2474000,2004,2005,New Orleans Hornets
Speedy Claxton,2390000,2004,2005,Golden State Warriors
Morris Peterson,2371000,2004,2005,Toronto Raptors
Donnell Harvey,2363000,2004,2005,New Jersey Nets
DeShawn Stevenson,2362000,2004,2005,Orlando Magic
Joe Johnson,2358000,2004,2005,Phoenix Suns
Kedrick Brown,2332000,2004,2005,Philadelphia 76ers
Jake Tsakalidis,2322000,2004,2005,Memphis Grizzlies
Vladimir Radmanovic,2301000,2004,2005,Seattle SuperSonics
Mamadou N'diaye,2269000,2004,2005,LA Clippers
Richard Jefferson,2266000,2004,2005,New Jersey Nets
Troy Murphy,2232000,2004,2005,Golden State Warriors
Mark Madsen,2212000,2004,2005,Minnesota Timberwolves
Michael Bradley,1985000,2004,2005,Sacramento Kings
Jason Collins,1887000,2004,2005,New Jersey Nets
Zach Randolph,1805000,2004,2005,Portland Trail Blazers
Andrei Kirilenko,1672000,2004,2005,Utah Jazz
Samuel Dalembert,1600000,2004,2005,Philadelphia 76ers
Jamaal Tinsley,1554000,2004,2005,Indiana Pacers
Primoz Brezec,1554000,2004,2005,Charlotte Bobcats
Tony Parker,1545000,2004,2005,San Antonio Spurs
Gerald Wallace,1377000,2004,2005,Charlotte Bobcats
Shaquille O'Neal,20000000,2005,2006,Miami Heat
Chris Webber,19125000,2005,2006,Philadelphia 76ers
Kevin Garnett,18000000,2005,2006,Minnesota Timberwolves
Allen Iverson,16453125,2005,2006,Philadelphia 76ers
Stephon Marbury,16453125,2005,2006,New York Knicks
Jason Kidd,16440000,2005,2006,New Jersey Nets
Jermaine O'Neal,16440000,2005,2006,Indiana Pacers
Kobe Bryant,15946875,2005,2006,Los Angeles Lakers
Tim Duncan,15845157,2005,2006,San Antonio Spurs
Vin Baker,15750000,2005,2006,LA Clippers
Anfernee Hardaway,15750000,2005,2006,Orlando Magic
Tracy McGrady,15694250,2005,2006,Houston Rockets
Jalen Rose,15694250,2005,2006,Toronto Raptors
Keith Van Horn,15694250,2005,2006,Dallas Mavericks
Grant Hill,15694250,2005,2006,Orlando Magic
Eddie Jones,14666250,2005,2006,Memphis Grizzlies
Tim Thomas,13975000,2005,2006,Phoenix Suns
Antonio Davis,13865000,2005,2006,Toronto Raptors
Paul Pierce,13843156,2005,2006,Boston Celtics
Dirk Nowitzki,13843156,2005,2006,Dallas Mavericks
Antawn Jamison,13843156,2005,2006,Washington Wizards
Vince Carter,13843156,2005,2006,New Jersey Nets
Steve Francis,13700000,2005,2006,Orlando Magic
Baron Davis,13700000,2005,2006,Golden State Warriors
Shawn Marion,13700000,2005,2006,Phoenix Suns
Ray Allen,13223140,2005,2006,Seattle SuperSonics
Elton Brand,13152000,2005,2006,LA Clippers
Michael Redd,12000000,2005,2006,Milwaukee Bucks
Joe Johnson,12000000,2005,2006,Atlanta Hawks
Theo Ratliff,11666666,2005,2006,Portland Trail Blazers
Mike Bibby,11500000,2005,2006,Sacramento Kings
Lamar Odom,11448596,2005,2006,Los Angeles Lakers
Carlos Boozer,11260483,2005,2006,Utah Jazz
Pau Gasol,10993000,2005,2006,Memphis Grizzlies
Andrei Kirilenko,10983000,2005,2006,Utah Jazz
Kenyon Martin,10886364,2005,2006,Denver Nuggets
Rasheed Wallace,10860000,2005,2006,Detroit Pistons
Zach Randolph,10666667,2005,2006,Portland Trail Blazers
Raef LaFrentz,10623288,2005,2006,Boston Celtics
Wally Szczerbiak,10500000,2005,2006,Minnesota Timberwolves
Larry Hughes,10344900,2005,2006,Cleveland Cavaliers
Gilbert Arenas,10243200,2005,2006,Washington Wizards
Richard Jefferson,10200000,2005,2006,New Jersey Nets
Jamal Mashburn,10075000,2005,2006,Philadelphia 76ers
Steve Nash,9625000,2005,2006,Phoenix Suns
Rashard Lewis,9571429,2005,2006,Seattle SuperSonics
Marcus Camby,9400000,2005,2006,Denver Nuggets
Maurice Taylor,9100000,2005,2006,New York Knicks
Jason Richardson,8888888,2005,2006,Golden State Warriors
Brad Miller,8750000,2005,2006,Sacramento Kings
Zydrunas Ilgauskas,8743238,2005,2006,Cleveland Cavaliers
Kelvin Cato,8640000,2005,2006,Orlando Magic
Samuel Dalembert,8477178,2005,2006,Philadelphia 76ers
Tony Parker,8400000,2005,2006,San Antonio Spurs
Jerry Stackhouse,8367187,2005,2006,Dallas Mavericks
Jamaal Magloire,8333334,2005,2006,Milwaukee Bucks
Tyson Chandler,8299670,2005,2006,Chicago Bulls
Mehmet Okur,8250000,2005,2006,Utah Jazz
Kenny Thomas,8183769,2005,2006,Sacramento Kings
Richard Hamilton,8125000,2005,2006,Detroit Pistons
Andre Miller,8100000,2005,2006,Denver Nuggets
Bobby Simmons,8000000,2005,2006,Milwaukee Bucks
Bonzi Wells,8000000,2005,2006,Sacramento Kings
P.J. Brown,8000000,2005,2006,"NO/Oklahoma City
 Hornets"
Austin Croshere,7900000,2005,2006,Indiana Pacers
Lorenzen Wright,7700000,2005,2006,Memphis Grizzlies
Erick Dampier,7662500,2005,2006,Dallas Mavericks
Jason Williams,7562500,2005,2006,Miami Heat
Peja Stojakovic,7525000,2005,2006,Sacramento Kings
Kwame Brown,7500000,2005,2006,Los Angeles Lakers
Doug Christie,7500000,2005,2006,Dallas Mavericks
Ben Wallace,7500000,2005,2006,Detroit Pistons
Manu Ginobili,7428937,2005,2006,San Antonio Spurs
Eddy Curry,7394663,2005,2006,New York Knicks
Troy Murphy,7365079,2005,2006,Golden State Warriors
Adonal Foyle,7312500,2005,2006,Golden State Warriors
Darius Miles,7250000,2005,2006,Portland Trail Blazers
Cuttino Mobley,7241379,2005,2006,LA Clippers
Desmond Mason,7233333,2005,2006,"NO/Oklahoma City
 Hornets"
Jonathan Bender,7175000,2005,2006,Indiana Pacers
Kurt Thomas,7085919,2005,2006,Phoenix Suns
Corey Maggette,7000000,2005,2006,LA Clippers
Malik Rose,6979147,2005,2006,New York Knicks
Al Harrington,6975500,2005,2006,Atlanta Hawks
Quentin Richardson,6945500,2005,2006,New York Knicks
Howard Eisley,6906000,2005,2006,LA Clippers
Antoine Walker,6884000,2005,2006,Miami Heat
Mike Miller,6871431,2005,2006,Memphis Grizzlies
Metta World Peace,6842105,2005,2006,Sacramento Kings
Rasho Nesterovic,6720000,2005,2006,San Antonio Spurs
Jason Terry,6666667,2005,2006,Dallas Mavericks
Jamal Crawford,6480000,2005,2006,New York Knicks
Joe Smith,6353200,2005,2006,Milwaukee Bucks
Ruben Patterson,6353200,2005,2006,Portland Trail Blazers
Alvin Williams,6300000,2005,2006,Toronto Raptors
Scot Pollard,6274935,2005,2006,Indiana Pacers
Danny Fortson,6207670,2005,2006,Seattle SuperSonics
Sam Cassell,6187500,2005,2006,LA Clippers
Corliss Williamson,6000000,2005,2006,Sacramento Kings
Ricky Davis,5909800,2005,2006,Minnesota Timberwolves
Chauncey Billups,5909800,2005,2006,Detroit Pistons
Juwan Howard,5900400,2005,2006,Houston Rockets
James Posey,5900400,2005,2006,Miami Heat
Michael Olowokandi,5900400,2005,2006,Minnesota Timberwolves
Stephen Jackson,5610000,2005,2006,Indiana Pacers
Yao Ming,5594906,2005,2006,Houston Rockets
Mark Blount,5515875,2005,2006,Minnesota Timberwolves
Nazr Mohammed,5500000,2005,2006,San Antonio Spurs
Jason Collins,5500000,2005,2006,New Jersey Nets
Eric Snow,5484375,2005,2006,Cleveland Cavaliers
Jamaal Tinsley,5400000,2005,2006,Indiana Pacers
Derek Fisher,5393300,2005,2006,Golden State Warriors
Antonio McDyess,5393300,2005,2006,Detroit Pistons
Marquis Daniels,5393300,2005,2006,Dallas Mavericks
Hedo Turkoglu,5393300,2005,2006,Orlando Magic
Etan Thomas,5393300,2005,2006,Washington Wizards
Marko Jaric,5280528,2005,2006,Minnesota Timberwolves
Troy Hudson,5253000,2005,2006,Minnesota Timberwolves
Tony Battie,5200000,2005,2006,Orlando Magic
David Wesley,5075000,2005,2006,Houston Rockets
Matt Harpring,5020000,2005,2006,Utah Jazz
Devean George,5000600,2005,2006,Los Angeles Lakers
Shareef Abdur-Rahim,5000000,2005,2006,Sacramento Kings
Earl Watson,5000000,2005,2006,Seattle SuperSonics
Gerald Wallace,5000000,2005,2006,Charlotte Bobcats
Stromile Swift,5000000,2005,2006,Houston Rockets
Antonio Daniels,5000000,2005,2006,Washington Wizards
Udonis Haslem,5000000,2005,2006,Miami Heat
Jeff Foster,5000000,2005,2006,Indiana Pacers
Jerome James,5000000,2005,2006,New York Knicks
Brian Skinner,4950000,2005,2006,Sacramento Kings
Brian Cardinal,4950000,2005,2006,Memphis Grizzlies
Shane Battier,4903000,2005,2006,Memphis Grizzlies
Donyell Marshall,4799108,2005,2006,Cleveland Cavaliers
Dan Gadzuric,4750000,2005,2006,Milwaukee Bucks
Brent Barry,4691390,2005,2006,San Antonio Spurs
LeBron James,4621800,2005,2006,Cleveland Cavaliers
Brevin Knight,4600000,2005,2006,Charlotte Bobcats
Morris Peterson,4550000,2005,2006,Toronto Raptors
Marc Jackson,4550000,2005,2006,New Jersey Nets
Mike Dunleavy,4506261,2005,2006,Golden State Warriors
Andrea Bargnani,4501200,2005,2006,Brooklyn Nets
Chucky Atkins,4500000,2005,2006,Memphis Grizzlies
Dwight Howard,4493160,2005,2006,Orlando Magic
Greg Ostertag,4400000,2005,2006,Utah Jazz
Trenton Hassell,4350000,2005,2006,Minnesota Timberwolves
Andrew Bogut,4340520,2005,2006,Milwaukee Bucks
Raja Bell,4250000,2005,2006,Phoenix Suns
Damon Stoudamire,4250000,2005,2006,Memphis Grizzlies
Moochie Norris,4200000,2005,2006,Houston Rockets
Eduardo Najera,4190476,2005,2006,Denver Nuggets
Darko Milicic,4135200,2005,2006,Orlando Magic
Drew Gooden,4065811,2005,2006,Cleveland Cavaliers
Emeka Okafor,4020120,2005,2006,Charlotte Bobcats
Brendan Haywood,4000000,2005,2006,Washington Wizards
Gordan Giricek,4000000,2005,2006,Utah Jazz
Sarunas Jasikevicius,4000000,2005,2006,Indiana Pacers
Zaza Pachulia,4000000,2005,2006,Atlanta Hawks
Carlos Arroyo,4000000,2005,2006,Orlando Magic
Eric Williams,3938000,2005,2006,Toronto Raptors
Marvin Williams,3883000,2005,2006,Atlanta Hawks
Rafer Alston,3850000,2005,2006,Houston Rockets
Chris Mihm,3792817,2005,2006,Los Angeles Lakers
Carmelo Anthony,3713640,2005,2006,Denver Nuggets
Kyle Korver,3636364,2005,2006,Philadelphia 76ers
Ben Gordon,3610200,2005,2006,Chicago Bulls
Speedy Claxton,3600000,2005,2006,"NO/Oklahoma City
 Hornets"
Damon Jones,3596924,2005,2006,Cleveland Cavaliers
Voshon Lenard,3520000,2005,2006,Portland Trail Blazers
Bob Sura,3520000,2005,2006,Houston Rockets
Dale Davis,3500000,2005,2006,Detroit Pistons
Tyronn Lue,3500000,2005,2006,Atlanta Hawks
Deron Williams,3487440,2005,2006,Utah Jazz
Mike James,3410000,2005,2006,Toronto Raptors
Jeff McInnis,3400000,2005,2006,New Jersey Nets
Bruce Bowen,3375000,2005,2006,San Antonio Spurs
Aaron Williams,3375000,2005,2006,Toronto Raptors
Bobby Jackson,3375000,2005,2006,Memphis Grizzlies
Chris Bosh,3348000,2005,2006,Toronto Raptors
Vitaly Potapenko,3325416,2005,2006,Seattle SuperSonics
Shaun Livingston,3254880,2005,2006,LA Clippers
Pat Garrity,3231250,2005,2006,Orlando Magic
Othella Harrington,3200000,2005,2006,Chicago Bulls
Vladimir Radmanovic,3166154,2005,2006,Seattle SuperSonics
Chris Paul,3144240,2005,2006,"NO/Oklahoma City
 Hornets"
Keyon Dooling,3100000,2005,2006,Orlando Magic
Nene Hilario,3039889,2005,2006,Denver Nuggets
Dwyane Wade,3031920,2005,2006,Miami Heat
Robert Horry,3000000,2005,2006,San Antonio Spurs
Eric Piatkowski,3000000,2005,2006,Chicago Bulls
Kareem Rush,3000000,2005,2006,Charlotte Bobcats
Zeljko Rebraca,3000000,2005,2006,LA Clippers
Slava Medvedenko,3000000,2005,2006,Los Angeles Lakers
Kevin Ollie,2950200,2005,2006,Philadelphia 76ers
Ira Newble,2950200,2005,2006,Cleveland Cavaliers
Devin Harris,2947440,2005,2006,Dallas Mavericks
Tony Delk,2925000,2005,2006,Detroit Pistons
Jake Tsakalidis,2900000,2005,2006,Memphis Grizzlies
Raymond Felton,2847360,2005,2006,Charlotte Bobcats
Steven Hunter,2844828,2005,2006,Philadelphia 76ers
Chris Wilcox,2812239,2005,2006,Seattle SuperSonics
Chris Duhon,2800000,2005,2006,Chicago Bulls
Andres Nocioni,2775000,2005,2006,Chicago Bulls
Chris Kaman,2753760,2005,2006,LA Clippers
Primoz Brezec,2750000,2005,2006,Charlotte Bobcats
Earl Boykins,2750000,2005,2006,Denver Nuggets
DeShawn Stevenson,2750000,2005,2006,Orlando Magic
Josh Childress,2677200,2005,2006,Atlanta Hawks
Michael Finley,2675000,2005,2006,San Antonio Spurs
Michael Doleac,2640000,2005,2006,Miami Heat
Jim Jackson,2640000,2005,2006,Phoenix Suns
Amar'e Stoudemire,2589023,2005,2006,Phoenix Suns
Brian Scalabrine,2586207,2005,2006,Boston Celtics
Martell Webster,2586120,2005,2006,Portland Trail Blazers
Kirk Hinrich,2513880,2005,2006,Chicago Bulls
Bostjan Nachbar,2500000,2005,2006,New Jersey Nets
Clifford Robinson,2500000,2005,2006,New Jersey Nets
Eddie Griffin,2500000,2005,2006,Minnesota Timberwolves
Damien Wilkins,2500000,2005,2006,Seattle SuperSonics
Aaron McKie,2500000,2005,2006,Los Angeles Lakers
Arvydas Macijauskas,2500000,2005,2006,"NO/Oklahoma City
 Hornets"
Juan Dixon,2500000,2005,2006,Portland Trail Blazers
Caron Butler,2461617,2005,2006,Washington Wizards
Luol Deng,2443920,2005,2006,Chicago Bulls
Jared Jeffries,2433824,2005,2006,Washington Wizards
Anthony Johnson,2420000,2005,2006,Indiana Pacers
Melvin Ely,2401027,2005,2006,Charlotte Bobcats
James Jones,2400000,2005,2006,Phoenix Suns
Charlie Villanueva,2360880,2005,2006,Toronto Raptors
Jose Calderon,2333334,2005,2006,Toronto Raptors
Fred Jones,2328843,2005,2006,Indiana Pacers
Fabricio Oberto,2325000,2005,2006,San Antonio Spurs
T.J. Ford,2303040,2005,2006,Milwaukee Bucks
Dan Dickau,2255350,2005,2006,Boston Celtics
Rafael Araujo,2238960,2005,2006,Toronto Raptors
Darius Songaila,2200000,2005,2006,Chicago Bulls
Jiri Welsch,2177114,2005,2006,Milwaukee Bucks
Channing Frye,2162880,2005,2006,New York Knicks
Michael Sweetney,2116920,2005,2006,Chicago Bulls
Andre Iguodala,2058000,2005,2006,Philadelphia 76ers
Jake Voskuhl,2015625,2005,2006,Charlotte Bobcats
Jarvis Hayes,2011080,2005,2006,Washington Wizards
Matt Bonner,2000000,2005,2006,Toronto Raptors
Mark Madsen,2000000,2005,2006,Minnesota Timberwolves
Toni Kukoc,2000000,2005,2006,Milwaukee Bucks
Dikembe Mutombo,2000000,2005,2006,Houston Rockets
DeSagana Diop,2000000,2005,2006,Dallas Mavericks
Ike Diogu,1988160,2005,2006,Golden State Warriors
Luke Jackson,1955160,2005,2006,Cleveland Cavaliers
Mickael Pietrus,1910520,2005,2006,Golden State Warriors
Andrew Bynum,1888680,2005,2006,Los Angeles Lakers
Jumaine Jones,1875000,2005,2006,Charlotte Bobcats
Andris Biedrins,1857360,2005,2006,Golden State Warriors
Nick Collison,1815000,2005,2006,Seattle SuperSonics
Jon Barry,1800000,2005,2006,Houston Rockets
Robert Swift,1764480,2005,2006,Seattle SuperSonics
Tayshaun Prince,1763115,2005,2006,Detroit Pistons
Reggie Evans,1760000,2005,2006,Seattle SuperSonics
Calbert Cheaney,1760000,2005,2006,Golden State Warriors
Mo Williams,1760000,2005,2006,Milwaukee Bucks
Lindsey Hunter,1760000,2005,2006,Detroit Pistons
Marcus Banks,1724280,2005,2006,Minnesota Timberwolves
Jarron Collins,1700000,2005,2006,Utah Jazz
John Salmons,1699001,2005,2006,Philadelphia 76ers
Sebastian Telfair,1676280,2005,2006,Portland Trail Blazers
Derek Anderson,1670000,2005,2006,Miami Heat
Michael Ruffin,1670000,2005,2006,Washington Wizards
Brian Grant,1670000,2005,2006,Phoenix Suns
Malik Allen,1670000,2005,2006,Chicago Bulls
Yaroslav Korolev,1670000,2005,2006,LA Clippers
Greg Buckner,1670000,2005,2006,Denver Nuggets
Luke Ridnour,1638000,2005,2006,Seattle SuperSonics
Sean May,1619280,2005,2006,Charlotte Bobcats
Scott Padgett,1600000,2005,2006,New Jersey Nets
Kris Humphries,1592400,2005,2006,Utah Jazz
Devin Brown,1592400,2005,2006,Utah Jazz
Joel Przybilla,1560000,2005,2006,Portland Trail Blazers
